Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,0,0,5.0066
0,0,0,0,0,0,0,0,0,5.0029
0,0,0,0,0,0,0,1,1,3.1128
0,0,0,0,0,0,0,1,1,1.7625
0,0,0,0,0,0,0,2,1,1.9345
0,0,0,0,0,0,0,1,1,2.2696
0,0,0,0,0,0,0,1,1,4.3231
0,0,0,0,0,0,0,1,1,1.1021
0,0,0,0,0,0,0,2,1,1.1922
0,0,0,0,0,0,0,1,1,0.88539
0,0,0,0,0,0,0,1,1,1.8721
0,0,0,0,0,0,0,2,1,1.2089
0,0,0,0,0,0,0,2,1,2.6894
0,0,0,0,0,0,0,2,1,1.6389
0,0,0,0,0,0,0,1,1,2.7924
0,0,0,0,0,0,0,1,1,1.3157
0,0,0,0,0,0,0,1,1,0.89991
0,0,0,0,0,0,0,1,1,1.4901
0,0,0,0,0,0,0,1,1,1.0855
0,0,0,0,0,0,0,1,1,1.0397
0,0,0,0,0,0,0,2,1,0.98271
0,0,0,0,0,0,0,2,1,1.4137
0,0,0,0,0,0,0,1,1,1.0172
0,0,0,0,0,0,0,1,1,1.7067
0,0,0,0,0,0,0,2,1,1.3673
0,0,0,0,0,0,0,1,1,1.8935
0,0,0,0,0,0,0,1,1,1.7463
0,0,0,0,0,0,0,2,1,2.4976
0,0,0,0,0,0,0,1,1,1.301
0,0,0,0,0,0,0,2,1,2.7317
0,0,0,0,0,0,0,1,1,1.4853
0,0,0,0,0,0,0,1,1,1.352
0,0,0,0,0,0,0,1,1,1.2839
0,0,0,0,0,0,0,1,1,1.8429
0,0,0,0,0,0,0,1,1,1.2615
0,0,0,0,0,0,0,2,1,1.2464
0,0,0,0,0,0,0,2,1,1.0975
0,0,0,0,0,0,0,1,1,1.871
0,0,0,0,0,0,0,1,1,1.5834
0,0,0,0,0,0,0,2,1,1.5409
0,0,0,0,0,0,0,1,1,2.3917
0,0,0,0,0,0,0,1,1,1.2289
0,0,0,0,0,0,0,2,1,1.11
0,0,0,0,0,0,0,2,1,1.6323
0,0,0,0,0,0,0,1,1,1.2885
0,0,0,0,0,0,0,1,1,2.5556
0,0,0,0,0,0,0,2,1,1.378
0,0,0,0,0,0,0,1,1,1.4476
0,0,0,0,0,0,0,1,1,1.1934
0,0,0,0,0,0,0,2,1,1.4754
0,0,0,0,0,0,0,2,1,2.2358
0,0,0,0,0,0,0,1,1,1.099
0,0,0,0,0,0,0,1,1,1.3986
0,0,0,0,0,0,0,2,1,1.4029
0,0,0,0,0,0,0,1,1,1.3754
0,0,0,0,0,0,0,1,1,2.0176
0,0,0,0,0,0,0,2,1,1.6211
0,0,0,0,0,0,0,1,1,1.2546
0,0,0,0,0,0,0,2,1,2.574
0,0,0,0,0,0,0,1,1,1.6521
